WP	WO	TC	sequence	scope	est-min
OH-LZK/H-21 C04		253500-005	1	WASH	3.500000
OH-LZK/H-21 C04		272400-06-1	1	MECH-EXT	0.833333
OH-LZK/H-21 C04		ZL-539-01-2	1	MECH-EXT	1.800000
OH-LZK/H-21 C04		920000-001	1	AVIO	1.016666
OH-LZK/H-21 C04		ZL-147-01-001	1	MECH-LDG	0.833333
OH-LZK/H-21 C04		110000-004	1	MECH-EXT	3.650000
OH-LZK/H-21 C04		122112-003	1	AVIO	1.466666
OH-LZK/H-21 C04		351000-01-1	1	MECH-INT	0.583333
OH-LZK/H-21 C04		122112-001	1	WASH	2.000000
OH-LZK/H-21 C04		227100-320	1	AVIO	0.833333
OH-LZK/H-21 C04		ZL-191-01-2	1	MECH-INT	0.833333
OH-LZK/H-21 C04		ZL-300-02-1	1	MECH-EXT	2.000000
OH-LZK/H-21 C04		ZL-315-01-2	1	MECH-ENG	1.000000
OH-LZK/H-21 C04		ZL-334-01-1	1	MECH-EXT	2.000000
OH-LZK/H-21 C04		ZL-411-01-3	1	MECH-ENG	0.833333
OH-LZK/H-21 C04		ZL-437-01-2	1	MECH-ENG	0.833333
OH-LZK/H-21 C04		ZL-451-01-2	1	MECH-ENG	0.833333
OH-LZK/H-21 C04		ZL-500-02-1	1	MECH-EXT	2.600000
OH-LZK/H-21 C04		ZL-471-01-5	1	MECH-ENG	0.833333
OH-LZK/H-21 C04		ZL-734-01-1	1	MECH-LDG	0.800000
OH-LZK/H-21 C04		ZL-575-01-1	1	MECH-EXT	2.400000
OH-LZK/H-21 C04		200453-01-1	1	MECH-ENG	2.000000
OH-LZK/H-21 C04		323300-05-2	1	MECH-LDG	1.366666
OH-LZK/H-21 C04		ZL-574-01-1	1	MECH-EXT	1.000000
OH-LZK/H-21 C04		ZL-590-01-1	1	MECH-EXT	0.800000
OH-LZK/H-21 C04		525111-06-2	1	MECH-INT	0.833333
OH-LZK/H-21 C04		281100-05-1	1	MECH-EXT	0.833333
OH-LZK/H-21 C04		250000-002	1	UPH	3.000000
OH-LZK/H-21 C04		253500-002	1	WASH	3.000000
OH-LZK/H-21 C04		380000-001	1	MECH-INT	0.833333
OH-LZK/H-21 C04		381000-001	1	MECH-INT	1.400000
OH-LZK/H-21 C04		462000-001	1	MECH-INT	1.500000
OH-LZK/H-21 C04		110000-005	1	MECH-EXT	3.500000
OH-LZK/H-21 C04		122112-002	1	WASH	1.433333
OH-LZK/H-21 C04		254000-001	1	MECH-INT	3.033333
OH-LZK/H-21 C04		321000-001	1	MECH-LDG	2.300000
OH-LZK/H-21 C04		250000-013	1	MECH-INT	2.000000
OH-LZK/H-21 C04		281100-06-1	1	MECH-EXT	0.833333
OH-LZK/H-21 C04		302100-I3-1	1	MECH-ENG	2.366666
OH-LZK/H-21 C04		240000-08-1	1	AVIO	1.000000
OH-LZK/H-21 C04		240000-04-1	1	AVIO	1.100000
OH-LZK/H-21 C04		240000-07-1	1	AVIO	1.416666
OH-LZK/H-21 C04		240000-06-1	1	AVIO	1.150000
OH-LZK/H-21 C04		272145-01-1	1	MECH-EXT	2.283333
OH-LZK/H-21 C04		273400-02-1	1	MECH-EXT	5.300000
OH-LZK/H-21 C04		274000-07-1	1	MECH-EXT	1.600000
OH-LZK/H-21 C04		273400-08-1	1	MECH-EXT	0.833333
OH-LZK/H-21 C04		274142-01-1	1	MECH-EXT	1.616666
OH-LZK/H-21 C04		274100-05-1	1	MECH-EXT	0.833333
OH-LZK/H-21 C04		274451-10-1	1	MECH-EXT	5.000000
OH-LZK/H-21 C04		278451-01-1	1	MECH-EXT	0.966666
OH-LZK/H-21 C04		275451-01-1	1	MECH-EXT	1.000000
OH-LZK/H-21 C04		281100-01-2	1	MECH-EXT	1.500000
OH-LZK/H-21 C04		278468-01-1	1	MECH-EXT	9.500000
OH-LZK/H-21 C04		291000-06-1	1	MECH-LDG	1.000000
OH-LZK/H-21 C04		291300-01-1	1	MECH-LDG	0.716666
OH-LZK/H-21 C04		351000-08-1	1	MECH-INT	0.450000
OH-LZK/H-21 C04		352000-01-1	1	MECH-INT	1.800000
OH-LZK/H-21 C04		353000-01-1	1	MECH-INT	1.000000
OH-LZK/H-21 C04		352142-01-1	1	MECH-INT	8.000000
OH-LZK/H-21 C04		353000-07-1	1	MECH-INT	0.816666
OH-LZK/H-21 C04		381000-01-1	1	MECH-INT	10.000000
OH-LZK/H-21 C04		383100-07-1	1	MECH-INT	16.000000
OH-LZK/H-21 C04		383100-05-1	1	MECH-INT	3.000000
OH-LZK/H-21 C04		383100-02-1	1	MECH-INT	2.000000
OH-LZK/H-21 C04		470000-01-1	1	MECH-EXT	0.833333
OH-LZK/H-21 C04		491200-A2-1	1	MECH-ENG	1.800000
OH-LZK/H-21 C04		491600-A1-1	1	MECH-ENG	1.500000
OH-LZK/H-21 C04		498000-A4-1	1	MECH-ENG	1.150000
OH-LZK/H-21 C04		522200-001	1	MECH-INT	19.000000
OH-LZK/H-21 C04		256652-002	1	SEAT	6.000000
OH-LZK/H-21 C04		256652-001	1	SEAT	1.000000
OH-LZK/H-21 C04		533154-06-1	1	MECH-LDG	0.833333
OH-LZK/H-21 C04		533900-01-1	1	MECH-LDG	0.716666
OH-LZK/H-21 C04		545000-01-1	1	MECH-ENG	1.000000
OH-LZK/H-21 C04		545000-03-1	1	MECH-ENG	0.700000
OH-LZK/H-21 C04		535900-02-1	1	MECH-INT	0.516666
OH-LZK/H-21 C04		561000-02-1	1	MECH-INT	1.416666
OH-LZK/H-21 C04		561200-02-1	1	MECH-INT	0.950000
OH-LZK/H-21 C04		711300-I6-1	1	MECH-ENG	0.833333
OH-LZK/H-21 C04		711300-I4-1	1	MECH-ENG	0.833333
OH-LZK/H-21 C04		711300-I2-1	1	MECH-ENG	0.833333
OH-LZK/H-21 C04		711300-I5-1	1	MECH-ENG	0.833333
OH-LZK/H-21 C04		ZL-123-02-1	1	MECH-LDG	0.800000
OH-LZK/H-21 C04		ZL-171-01-1	1	MECH-INT	2.200000
OH-LZK/H-21 C04		ZL-731-01-1	1	MECH-LDG	0.800000
OH-LZK/H-21 C04		ZL-711-01-1	1	MECH-LDG	1.200000
OH-LZK/H-21 C04		ZL-833-04-1	1	MECH-INT	1.466666
OH-LZK/H-21 C04		200002-01-1	1	AVIO	1.516666
OH-LZK/H-21 C04		200435-01-1	1	MECH-ENG	2.000000
OH-LZK/H-21 C04		202800-01-1	1	AVIO	4.000000
OH-LZK/H-21 C04		212600-02-1	1	MECH-INT	0.450000
OH-LZK/H-21 C04		212600-08-1	1	MECH-INT	0.800000
OH-LZK/H-21 C04		216000-01-1	1	MECH-INT	1.000000
OH-LZK/H-21 C04		545000-06-1	1	MECH-ENG	3.300000
OH-LZK/H-21 C04		302149-I2-1	1	MECH-ENG	2.716666
OH-LZK/H-21 C04		256535-04-1	1	AVIO	0.500000
OH-LXL/H-21 HMV3		531181-01-1	1	MECH-INT	3.500000
OH-LXL/H-21 HMV3		531176-01-1	1	SHM	1.400000
OH-LXL/H-21 HMV3		531189-01-2	1	MECH-INT	20.000000
OH-LXL/H-21 HMV3		531900-02-1	1	MECH-INT	1.033333
OH-LXL/H-21 HMV3		532135-01-2	1	MECH-INT	1.700000
OH-LXL/H-21 HMV3		122111-001	1	WASH	1.366666
OH-LXL/H-21 HMV3	5570604		1	RUNH	0.500000
OH-LXL/H-21 HMV3	5570604		2	RUNH	0.500000
OH-LXL/H-21 HMV3	5570604		2	MECH	0.500000
OH-LXL/H-21 HMV3	5570604		3	RUNH	0.083333
OH-LXL/H-21 HMV3	5570608		1	WASH	0.000000
OH-LXL/H-21 HMV3	5570609		1	CHEM	1.500000
OH-LXL/H-21 HMV3	5570610		1	MECH-ENG	1.000000
OH-LXL/H-21 HMV3	5570610		1	MECH-LDG	0.500000
OH-LXL/H-21 HMV3	5570621		1	WASH	0.000000
OH-LXL/H-21 HMV3	5570623		1	WASH	0.000000
OH-LXL/H-21 HMV3	5570624		1	ADM	0.016666
OH-LXL/H-21 HMV3	5570624		2	ADM	0.016666
OH-LXL/H-21 HMV3	5570624		3	ADM	0.016666
OH-LXL/H-21 HMV3		574205-01-1	1	MECH-EXT	0.700000
OH-LXL/H-21 HMV3		574302-01-1	1	MECH-EXT	0.500000
OH-LXL/H-21 HMV3		574402-01-1	1	MECH-EXT	0.700000
OH-LXL/H-21 HMV3		574305-01-1	1	MECH-EXT	0.700000
OH-LXL/H-21 HMV3		574502-01-1	1	MECH-EXT	0.700000
OH-LXL/H-21 HMV3		574405-01-1	1	MECH-EXT	0.700000
OH-LXL/H-21 HMV3		574505-01-1	1	MECH-EXT	0.700000
OH-LXL/H-21 HMV3		574602-01-1	1	MECH-EXT	0.700000
OH-LXL/H-21 HMV3		574605-01-1	1	MECH-EXT	0.700000
OH-LXL/H-21 HMV3		575107-01-1	1	MECH-EXT	6.000000
OH-LXL/H-21 HMV3		575120-03-1	1	MECH-EXT	10.000000
OH-LXL/H-21 HMV3		575150-01-2	1	MECH-LDG	3.500000
OH-LXL/H-21 HMV3		575151-02-1	1	MECH-EXT	0.833333
OH-LXL/H-21 HMV3		575167-01-1	1	MECH-EXT	0.700000
OH-LXL/H-21 HMV3		711300-C2-1	1	MECH-ENG	0.616666
OH-LXL/H-21 HMV3		ZL-100-02-1	1	SHM	0.800000
OH-LXL/H-21 HMV3		ZL-131-02-1	1	MECH-INT	2.000000
OH-LXL/H-21 HMV3		ZL-151-02-3	1	MECH-INT	4.000000
OH-LXL/H-21 HMV3		ZL-171-02-1	1	MECH-INT	2.200000
OH-LXL/H-21 HMV3		ZL-191-02-1	1	MECH-INT	1.700000
OH-LXL/H-21 HMV3		ZL-211-01-1	1	MECH-INT	1.000000
OH-LXL/H-21 HMV3		ZL-325-02-1	1	MECH-EXT	1.400000
OH-LXL/H-21 HMV3		ZL-326-01-1	1	MECH-EXT	1.400000
OH-LXL/H-21 HMV3		ZL-335-01-1	1	MECH-EXT	0.800000
OH-LXL/H-21 HMV3		ZL-334-02-1	1	MECH-EXT	1.600000
OH-LXL/H-21 HMV3		ZL-331-01-1	1	MECH-EXT	1.500000
OH-LXL/H-21 HMV3		ZL-532-02-1	1	MECH-EXT	1.400000
OH-LXL/H-21 HMV3		ZL-533-02-1	1	MECH-EXT	1.200000
OH-LXL/H-21 HMV3		ZL-531-02-1	1	MECH-EXT	1.400000
OH-LXL/H-21 HMV3		ZL-534-01-2	1	MECH-EXT	0.800000
OH-LXL/H-21 HMV3		ZL-540-01-1	1	MECH-EXT	1.400000
OH-LXL/H-21 HMV3		ZL-571-02-1	1	MECH-LDG	1.000000
OH-LXL/H-21 HMV3		ZL-833-02-1	1	MECH-INT	3.000000
OH-LXL/H-21 HMV3		200001-02-1	1	AVIO	1.500000
OH-LXL/H-21 HMV3		200121-03-1	1	MECH-INT	1.400000
OH-LXL/H-21 HMV3		200003-01-1	1	AVIO	1.400000
OH-LXL/H-21 HMV3		200127-05-1	1	MECH-INT	0.800000
OH-LXL/H-21 HMV3		200191-01-1	1	MECH-INT	1.000000
OH-LXL/H-21 HMV3		200211-02-1	1	MECH-INT	2.000000
OH-LXL/H-21 HMV3		200161-01-1	1	MECH-INT	1.450000
OH-LXL/H-21 HMV3		212600-02-1	1	MECH-INT	0.450000
OH-LXL/H-21 HMV3		233300-01-1	1	AVIO	0.433333
OH-LXL/H-21 HMV3		200413-01-1	1	MECH-ENG	2.000000
OH-LXL/H-21 HMV3		200315-01-1	1	MECH-EXT	1.300000
OH-LXL/H-21 HMV3		212600-09-1	1	AVIO	1.000000
OH-LXL/H-21 HMV3		213100-02-1	1	MECH-INT	0.400000
OH-LXL/H-21 HMV3		213100-01-1	1	MECH-INT	0.383333
OH-LXL/H-21 HMV3		215000-03-2	1	MECH-INT	1.200000
OH-LXL/H-21 HMV3		215200-08-1	1	MECH-INT	17.000000
OH-LXL/H-21 HMV3		216000-02-1	1	MECH-INT	0.383333
OH-LXL/H-21 HMV3		216242-01-1	1	MECH-INT	2.000000
OH-LXL/H-21 HMV3		274451-04-1	1	MECH-EXT	1.500000
OH-LXL/H-21 HMV3		274451-06-1	1	MECH-EXT	0.700000
OH-LXL/H-21 HMV3		274451-08-1	1	MECH-EXT	1.000000
OH-LXL/H-21 HMV3		275100-03-1	1	MECH-EXT	4.000000
OH-LXL/H-21 HMV3		282300-01-2	1	MECH-EXT	1.183333
OH-LXL/H-21 HMV3		344800-01-1	1	AVIO	0.500000
OH-LXL/H-21 HMV3		361100-01-1	1	MECH-ENG	3.400000
OH-LXL/H-21 HMV3		522100-01-1	1	MECH-INT	2.000000
OH-LXL/H-21 HMV3		531102-01-1	1	MECH-INT	1.700000
OH-LXL/H-21 HMV3		545000-04-1	1	MECH-ENG	3.300000
OH-LXL/H-21 HMV3		571170-01-2	1	NDT	4.000000
OH-LXL/H-21 HMV3		711000-C1-1	1	MECH-ENG	0.400000
OH-LXL/H-21 HMV3		ZL-161-01-1	1	MECH-INT	0.500000
OH-LXL/H-21 HMV3		ZL-195-01-1	1	MECH-LDG	1.400000
OH-LXL/H-21 HMV3		ZL-200-02-1	1	SHM	2.800000
OH-LXL/H-21 HMV3		ZL-313-01-1	1	MECH-ENG	0.600000
OH-LXL/H-21 HMV3		ZL-311-01-1	1	MECH-EXT	1.000000
OH-LXL/H-21 HMV3		ZL-317-01-1	1	MECH-ENG	0.800000
OH-LXL/H-21 HMV3		ZL-325-01-1	1	MECH-EXT	1.000000
OH-LXL/H-21 HMV3		ZL-415-01-1	1	MECH-ENG	2.000000
OH-LXL/H-21 HMV3		ZL-522-01-1	1	MECH-EXT	2.500000
OH-LXL/H-21 HMV3		ZL-521-01-1	1	MECH-EXT	2.500000
OH-LXL/H-21 HMV3		ZL-574-01-1	1	MECH-EXT	1.000000
OH-LXL/H-21 HMV3		521000-04-1	1	MECH-INT	4.000000
OH-LXL/H-21 HMV3		531126-09-1	1	NDT	1.916666
OH-LXL/H-21 HMV3		240000-17-1	1	AVIO	0.916666
OH-LXL/H-21 HMV3		252331-01-1	1	MECH-INT	2.000000
OH-LXL/H-21 HMV3		256535-01-1	1	AVIO	0.333333
OH-LXL/H-21 HMV3		262541-04-1	1	MECH-INT	0.633333
OH-LXL/H-21 HMV3		272100-08-1	1	MECH-EXT	1.183333
OH-LXL/H-21 HMV3		272400-05-1	1	MECH-EXT	1.333333
OH-LXL/H-21 HMV3		272145-01-1	1	MECH-EXT	2.283333
OH-LXL/H-21 HMV3		273400-02-1	1	MECH-EXT	5.300000
OH-LXL/H-21 HMV3		274000-07-1	1	MECH-EXT	1.600000
OH-LXL/H-21 HMV3		274142-01-1	1	MECH-EXT	1.616666
OH-LXL/H-21 HMV3		274100-05-1	1	MECH-EXT	0.833333
OH-LXL/H-21 HMV3		274451-05-1	1	MECH-EXT	1.000000
OH-LXL/H-21 HMV3		274451-10-1	1	MECH-EXT	5.000000
OH-LXL/H-21 HMV3		278451-01-1	1	MECH-EXT	0.966666
OH-LXL/H-21 HMV3		275451-01-1	1	MECH-EXT	1.000000
OH-LXL/H-21 HMV3		278468-01-1	1	MECH-EXT	9.500000
OH-LXL/H-21 HMV3		291000-04-1	1	MECH-LDG	0.550000
OH-LXL/H-21 HMV3		323100-02-1	1	MECH-LDG	3.800000
OH-LXL/H-21 HMV3		351000-08-1	1	MECH-INT	0.450000
OH-LXL/H-21 HMV3		352142-01-1	1	MECH-INT	8.000000
OH-LXL/H-21 HMV3		361100-06-1	1	MECH-ENG	1.333333
OH-LXL/H-21 HMV3		353000-07-1	1	MECH-INT	0.816666
OH-LXL/H-21 HMV3		381000-01-1	1	MECH-INT	10.000000
OH-LXL/H-21 HMV3		383100-05-1	1	MECH-INT	3.000000
OH-LXL/H-21 HMV3		383100-02-1	1	MECH-INT	2.000000
OH-LXL/H-21 HMV3		491300-A1-1	1	MECH-ENG	2.000000
OH-LXL/H-21 HMV3		491200-A2-1	1	MECH-ENG	1.800000
OH-LXL/H-21 HMV3		491600-A1-1	1	MECH-ENG	1.500000
OH-LXL/H-21 HMV3		498000-A4-1	1	MECH-ENG	1.150000
OH-LXL/H-21 HMV3		521000-14-1	1	MECH-INT	1.800000
OH-LXL/H-21 HMV3		521121-02-1	1	MECH-INT	9.000000
OH-LXL/H-21 HMV3		521121-01-1	1	MECH-INT	3.500000
OH-LXL/H-21 HMV3		523500-01-1	1	MECH-INT	0.833333
OH-LXL/H-21 HMV3		523300-01-1	1	MECH-INT	0.833333
OH-LXL/H-21 HMV3		527100-01-1	1	AVIO	1.000000
OH-LXL/H-21 HMV3		533111-01-1	1	MECH-INT	4.000000
OH-LXL/H-21 HMV3		711000-C4-2	1	MECH-ENG	1.600000
OH-LXL/H-21 HMV3		ZL-191-01-1	1	MECH-INT	2.200000
OH-LXL/H-21 HMV3		ZL-300-02-1	1	MECH-EXT	2.000000
OH-LXL/H-21 HMV3		ZL-315-01-2	1	MECH-ENG	1.000000
OH-LXL/H-21 HMV3		ZL-334-01-1	1	MECH-EXT	2.000000
OH-LXL/H-21 HMV3		ZL-411-01-1	1	MECH-ENG	1.000000
OH-LXL/H-21 HMV3		ZL-471-01-1	1	MECH-ENG	2.000000
OH-LXL/H-21 HMV3		ZL-500-02-1	1	MECH-EXT	2.600000
OH-LXL/H-21 HMV3		ZL-575-01-1	1	MECH-EXT	2.400000
OH-LXL/H-21 HMV3		212600-08-1	1	MECH-INT	0.800000
OH-LXL/H-21 HMV3		531135-03-1	1	NDT	1.500000
OH-LXL/H-21 HMV3		243851-001	1	AVIO	2.116666
OH-LXL/H-21 HMV3		252000-001	1	MECH-INT	34.000000
OH-LXL/H-21 HMV3		252100-003	1	SEAT	18.000000
OH-LXL/H-21 HMV3		252100-002	1	UPH	55.000000
OH-LXL/H-21 HMV3		252200-002	1	UPH	3.100000
OH-LXL/H-21 HMV3		252800-001	1	UPH	51.933333
OH-LXL/H-21 HMV3		254000-002	1	MECH-INT	2.650000
OH-LXL/H-21 HMV3		251100-001	1	MECH-INT	1.016666
OH-LXL/H-21 HMV3		252100-006	1	SEAT	30.000000
OH-LXL/H-21 HMV3		252000-002	1	MECH-INT	11.000000
OH-LXL/H-21 HMV3		252300-001	1	MECH-INT	6.333333
OH-LXL/H-21 HMV3		252200-001	1	UPH	3.000000
OH-LXL/H-21 HMV3		252800-002	1	UPH	5.000000
OH-LXL/H-21 HMV3		252800-003	1	MECH-INT	0.900000
OH-LXL/H-21 HMV3		252400-001	1	MECH-INT	6.800000
OH-LXL/H-21 HMV3		252700-001	1	SEAT	3.433333
OH-LXL/H-21 HMV3		252600-001	1	UPH	3.650000
OH-LXL/H-21 HMV3		253000-002	1	MECH-INT	4.100000
OH-LXL/H-21 HMV3		253500-005	1	WASH	3.500000
OH-LXL/H-21 HMV3		254000-003	1	MECH-INT	2.383333
OH-LXL/H-21 HMV3		531164-01-1	1	MECH-INT	4.483333
OH-LXL/H-21 HMV3		531163-01-1	1	MECH-INT	4.150000
OH-LXL/H-21 HMV3		531178-01-1	1	SHM	1.200000
OH-LXL/H-21 HMV3		291000-001	1	MECH-ENG	0.766666
OH-LXL/H-21 HMV3		531184-01-2	1	MECH-INT	0.833333
OH-LXL/H-21 HMV3		110000-004	1	MECH-EXT	3.650000
OH-LXL/H-21 HMV3		252000-004	1	PAINT	7.500000
OH-LXL/H-21 HMV3		510000-001	1	SHM	10.000000
OH-LXL/H-21 HMV3	5567165		1	MECH-INT	2.500000
OH-LXL/H-21 HMV3	5567172		1	MECH-INT	2.500000
OH-LXL/H-21 HMV3	5567175		1	NDT	1.700000
OH-LXL/H-21 HMV3	5567179		1	MECH-ENG	2.500000
OH-LXL/H-21 HMV3	5567181		1	MECH-ENG	2.500000
OH-LXL/H-21 HMV3	5567184		1	MECH-ENG	1.500000
OH-LXL/H-21 HMV3	5567186		1	MECH-ENG	0.333333
OH-LXL/H-21 HMV3	5567190		1	MECH-ENG	2.500000
OH-LXL/H-21 HMV3	5567193		1	MECH-ENG	2.500000
OH-LXL/H-21 HMV3	5567194		1	MECH-ENG	1.500000
OH-LXL/H-21 HMV3	5567195		1	MECH-ENG	0.333333
OH-LXL/H-21 HMV3	5567197		1	MECH-ENG	2.500000
OH-LXL/H-21 HMV3	5567200		1	MECH-ENG	2.500000
OH-LXL/H-21 HMV3	5567203		1	MECH-ENG	1.500000
OH-LXL/H-21 HMV3	5567205		1	MECH-ENG	0.333333
OH-LXL/H-21 HMV3	5567206		1	MECH-ENG	2.500000
OH-LXL/H-21 HMV3	5567216		1	MECH-ENG	2.500000
OH-LXL/H-21 HMV3	5567219		1	MECH-ENG	1.500000
OH-LXL/H-21 HMV3	5567221		1	MECH-ENG	0.333333
OH-LXL/H-21 HMV3	5567223		1	MECH-ENG	0.333333
OH-LXL/H-21 HMV3	5567224		1	MECH-INT	4.000000
OH-LXL/H-21 HMV3	5567229		1	MECH-INT	4.000000
OH-LXL/H-21 HMV3	5567234		1	MECH-INT	1.500000
OH-LXL/H-21 HMV3	5567236		1	MECH-INT	1.500000
OH-LXL/H-21 HMV3	5567238		1	MECH-ENG	1.500000
OH-LXL/H-21 HMV3	5567239		1	MECH-LDG	12.000000
OH-LXL/H-21 HMV3	5567246		1	MECH-INT	3.000000
OH-LXL/H-21 HMV3	5567249		1	AVIO	8.750000
OH-LXL/H-21 HMV3	5567250		1	AVIO	8.000000
OH-LXL/H-21 HMV3	5567254		1	MECH-INT	3.000000
OH-LXL/H-21 HMV3	5567257		1	MECH-EXT	6.000000
OH-LXL/H-21 HMV3	5567258		1	AVIO	28.500000
OH-LXL/H-21 HMV3	5567262		1	MECH-ENG	2.000000
OH-LXL/H-21 HMV3	5567263		1	MECH-ENG	5.500000
OH-LXL/H-21 HMV3	5567263		1	SHM	33.000000
OH-LXL/H-21 HMV3	5567265		1	MECH-INT	4.000000
OH-LXL/H-21 HMV3	5567265		1	NDT	1.000000
OH-LXL/H-21 HMV3	5567266		1	MECH-LDG	37.000000
OH-LXL/H-21 HMV3	5567266		1	NDT	1.000000
OH-LXL/H-21 HMV3	5567266		1	SHM	68.500000
OH-LXL/H-21 HMV3	5567266		1	MECH-INT	17.500000
OH-LXL/H-21 HMV3	5567271		1	MECH-INT	11.000000
OH-LXL/H-21 HMV3	5567271		1	AVIO	0.750000
OH-LXL/H-21 HMV3	5567271		1	TRH	2.000000
OH-LXL/H-21 HMV3	5567271		1	SHM	45.000000
OH-LXL/H-21 HMV3	5567284		1	SHM	20.000000
OH-LXL/H-21 HMV3	5567284		1	NDT	0.500000
OH-LXL/H-21 HMV3	5567284		1	MECH-INT	10.000000
OH-LXL/H-21 HMV3	5567288		1	MECH-INT	32.000000
OH-LXL/H-21 HMV3	5567288		1	NDT	1.000000
OH-LXL/H-21 HMV3	5567288		1	SHM	11.000000
OH-LXL/H-21 HMV3	5567288		1	AVIO	1.000000
OH-LXL/H-21 HMV3	5567290		1	MECH-INT	31.250000
OH-LXL/H-21 HMV3	5567290		1	NDT	1.000000
OH-LXL/H-21 HMV3	5567291		1	SHM	0.500000
OH-LXL/H-21 HMV3	5567300		1	MECH-ENG	8.000000
OH-LXL/H-21 HMV3	5567303		1	NDT	7.000000
OH-LXL/H-21 HMV3	5567305		1	NDT	7.000000
OH-LXL/H-21 HMV3	5567309		1	MECH-EXT	75.000000
OH-LXL/H-21 HMV3	5567310		1	NDT	4.500000
OH-LXL/H-21 HMV3	5567311		1	NDT	10.000000
OH-LXL/H-21 HMV3	5567324		1	SHM	2.000000
OH-LXL/H-21 HMV3	5567324		1	MECH-EXT	4.000000
OH-LXL/H-21 HMV3	5567324		1	COM	4.000000
OH-LXL/H-21 HMV3	5567324		1	NDT	1.000000
OH-LXL/H-21 HMV3	5567325		1	AVIO	5.500000
OH-LXL/H-21 HMV3	5567326		1	MECH-ENG	6.000000
OH-LXL/H-21 HMV3	5567326		1	AVIO	20.000000
OH-LXL/H-21 HMV3	5567327		1	TRH	8.000000
OH-LXL/H-21 HMV3	5567327		1	MECH-INT	4.500000
OH-LXL/H-21 HMV3	5567329		1	MECH-INT	11.000000
OH-LXL/H-21 HMV3	5567329		1	TRH	14.000000
OH-LXL/H-21 HMV3	5567332		1	AVIO	1.750000
OH-LXL/H-21 HMV3	5567341		1	MECH-ENG	0.500000
OH-LXL/H-21 HMV3	5567342		1	MECH-ENG	0.500000
OH-LXL/H-21 HMV3	5567344		1	MECH-INT	1.500000
OH-LXL/H-21 HMV3	5567346		1	SEAT	2.000000
OH-LXL/H-21 HMV3	5567347		1	MECH-INT	3.000000
OH-LXL/H-21 HMV3	5567370		1	AVIO	21.783333
OH-LXL/H-21 HMV3	5567370		2	AVIO	26.616666
OH-LXL/H-21 HMV3	5567371		1	MECH-ENG	13.133333
OH-LXL/H-21 HMV3	5567371		2	MECH-ENG	16.066666
OH-LXL/H-21 HMV3	5567372		1	MECH-EXT	157.500000
OH-LXL/H-21 HMV3	5567372		2	MECH-EXT	192.500000
OH-LXL/H-21 HMV3	5567374		1	MECH-INT	302.583333
OH-LXL/H-21 HMV3	5567374		2	MECH-INT	369.816666
OH-LXL/H-21 HMV3	5567375		1	MECH-LDG	7.783333
OH-LXL/H-21 HMV3	5567375		2	MECH-LDG	9.516666
OH-LXL/H-21 HMV3		ZL-125-02-1	1	MECH-INT	1.500000
OH-LXL/H-21 HMV3		ZL-110-01-1	1	MECH-EXT	1.000000
OH-LXL/H-21 HMV3		ZL-121-02-1	1	MECH-INT	2.000000
OH-LXL/H-21 HMV3		ZL-127-02-2	1	MECH-INT	2.000000
OH-LXL/H-21 HMV3		ZL-147-03-1	1	MECH-LDG	0.800000
OH-LXL/H-21 HMV3		ZL-137-01-1	1	MECH-INT	2.000000
OH-LXL/H-21 HMV3		ZL-133-01-6	1	MECH-INT	10.000000
OH-LXL/H-21 HMV3		ZL-145-01-1	1	MECH-INT	2.000000
OH-LXL/H-21 HMV3		ZL-161-02-1	1	MECH-INT	2.000000
OH-LXL/H-21 HMV3		ZL-153-01-1	1	MECH-INT	4.000000
OH-LXL/H-21 HMV3		ZL-163-01-1	1	MECH-INT	2.000000
OH-LXL/H-21 HMV3		ZL-193-01-1	1	MECH-INT	0.500000
OH-LXL/H-21 HMV3		ZL-197-01-1	1	MECH-EXT	1.000000
OH-LXL/H-21 HMV3		200125-01-1	1	MECH-INT	0.800000
OH-LXL/H-21 HMV3		200121-04-1	1	AVIO	1.700000
OH-LXL/H-21 HMV3		200003-02-1	1	AVIO	1.150000
OH-LXL/H-21 HMV3		200003-03-1	1	AVIO	1.000000
OH-LXL/H-21 HMV3		200125-06-1	1	MECH-INT	1.250000
OH-LXL/H-21 HMV3		200127-02-1	1	MECH-INT	1.000000
OH-LXL/H-21 HMV3		200125-05-1	1	MECH-INT	1.300000
OH-LXL/H-21 HMV3		200127-07-1	1	AVIO	1.500000
OH-LXL/H-21 HMV3		200137-01-1	1	MECH-INT	1.200000
OH-LXL/H-21 HMV3		200151-01-1	1	MECH-INT	2.000000
OH-LXL/H-21 HMV3		200145-01-1	1	MECH-INT	2.100000
OH-LXL/H-21 HMV3		200131-01-1	1	MECH-INT	1.483333
OH-LXL/H-21 HMV3		200133-01-1	1	MECH-INT	1.416666
OH-LXL/H-21 HMV3		274451-11-1	1	MECH-EXT	2.000000
OH-LXL/H-21 HMV3		275100-02-1	1	MECH-EXT	2.616666
OH-LXL/H-21 HMV3		275100-01-2	1	MECH-EXT	1.500000
OH-LXL/H-21 HMV3		275144-01-1	1	MECH-EXT	4.016666
OH-LXL/H-21 HMV3		278100-04-1	1	MECH-EXT	5.000000
OH-LXL/H-21 HMV3		278100-03-1	1	MECH-EXT	1.800000
OH-LXL/H-21 HMV3		281600-01-1	1	MECH-ENG	2.650000
OH-LXL/H-21 HMV3		282100-05-1	1	MECH-ENG	1.200000
